dataset,f1,method,param_candidate_count,param_check_layer,param_full_recompute_layer_count,param_oracle_receiver_full_kv,param_profiling_f1,param_profiling_latency_s,param_recompute_layer_count,param_recompute_layers,param_recompute_work_ratio,param_reference_mode,param_selected_count,param_selected_fraction,param_token_recompute_ratio,prefill_latency_s_mean,prefill_latency_s_p50,prefill_latency_s_p95,samples
hotpotqa_50,0.8003809523809522,receiver_full,,,,True,,,,,,,,,,0.04963966390118003,0.0394945852458477,0.08623765259981155,50
hotpotqa_50,0.07471428571428572,full_kv_reuse,,,,False,,,,,,,,,,0.024204099327325822,0.02410214813426137,0.02549721151590347,50
hotpotqa_50,0.2919267399267399,droidspeak_layers_12_13,,,,False,0.26541290429662523,0.03524902787990868,2,"[12, 13]",,,,,,0.028444425389170646,0.02736204769462347,0.028866062453016636,50
hotpotqa_50,0.48158851674641157,droidspeak_layers_14_17,,,,False,0.4551417082357732,0.03771725999191403,4,"[14, 17]",,,,,,0.029373626038432122,0.02891554217785597,0.03174357935786247,50
hotpotqa_50,0.6387965367965369,droidspeak_layers_12_17,,,,False,0.6182039072039074,0.04011740500107407,6,"[12, 17]",,,,,,0.03158560760319233,0.030471904668956995,0.035039120446890594,50
hotpotqa_50,0.6608571428571429,droidspeak_layers_12_19,,,,False,0.6537586273375748,0.04258337010629475,8,"[12, 19]",,,,,,0.03395014081150293,0.03236035304144025,0.039343856833875174,50
hotpotqa_50,0.7536776556776558,droidspeak_layers_10_19,,,,False,0.7423838319202261,0.04520713660866022,10,"[10, 19]",,,,,,0.036446419358253476,0.03439115872606635,0.04442971074022352,50
hotpotqa_50,0.7557142857142857,droidspeak_layers_10_21,,,,False,0.7454436090225565,0.04771264833398163,12,"[10, 21]",,,,,,0.038761852290481326,0.03603470465168357,0.04786385837942361,50
hotpotqa_50,0.7727619047619048,droidspeak_layers_08_21,,,,False,0.7688658008658008,0.05013351809233427,14,"[8, 21]",,,,,,0.04121799996122718,0.038029988296329975,0.05172498389147222,50
hotpotqa_50,0.7937142857142857,droidspeak_layers_10_25,,,,False,0.7937142857142857,0.052673409590497614,16,"[10, 25]",,,,,,0.043874163497239355,0.03995961369946599,0.05648388005793094,50
hotpotqa_50,0.787047619047619,droidspeak_layers_10_27,,,,False,0.787047619047619,0.05546192667447031,18,"[10, 27]",,,,,,0.04676854049786925,0.04197401599958539,0.06507646683603524,50
hotpotqa_50,0.7937142857142857,droidspeak_layers_06_25,,,,False,0.7937142857142857,0.05806478277780116,20,"[6, 25]",,,,,,0.04918590873479843,0.04388313880190253,0.06695643668062984,50
hotpotqa_50,0.7950476190476191,droidspeak_layers_10_31,,,,False,0.7950476190476191,0.06418129810132087,22,"[10, 31]",,,,,,0.05221184058114886,0.04601327981799841,0.07336863046512007,50
hotpotqa_50,0.8003809523809522,droidspeak_layers_02_25,,,,False,0.8003809523809522,0.06354750830680132,24,"[2, 25]",,,,,,0.054944763723760844,0.0484020677395165,0.07766844052821398,50
hotpotqa_50,0.8003809523809524,droidspeak_layers_06_31,,,,False,0.8003809523809524,0.06614669017493725,26,"[6, 31]",,,,,,0.057891058083623645,0.050959785003215075,0.08273396953009068,50
hotpotqa_50,0.8203809523809524,droidspeak_layers_04_31,,,,False,0.8203809523809524,0.07233870760537683,28,"[4, 31]",,,,,,0.061109539959579705,0.05291604343801737,0.09186777235008775,50
hotpotqa_50,0.8270476190476189,droidspeak_layers_02_31,,,,False,0.8270476190476189,0.07243136474862695,30,"[2, 31]",,,,,,0.06415699074044824,0.05531448079273105,0.09803672516718506,50
hotpotqa_50,0.8003809523809522,droidspeak_layers_00_31,,,,False,0.8003809523809522,0.07048296926543117,32,"[0, 31]",,,,,,0.06453437199816107,0.05473039159551263,0.10335133555345236,50
hotpotqa_50,0.2631428571428571,token_only_ratio_0p300,177,0,1,False,,,,"[0, 0]",0.32187499999999997,False,53,0.2994350282485876,0.3,0.05581953989341855,0.05457474570721388,0.058111607516184445,50
hotpotqa_50,0.44457142857142856,hybrid_layers_12_13_ratio_0p300,177,0,3,False,,,2,"[12, 13]",0.365625,False,53,0.2994350282485876,0.3,0.05412813784554601,0.05362119525671005,0.05491426102817058,50
hotpotqa_50,0.603047619047619,hybrid_layers_14_17_ratio_0p300,177,0,5,False,,,4,"[14, 17]",0.409375,False,53,0.2994350282485876,0.3,0.054302142523229124,0.05326456995680928,0.05704132677055895,50
hotpotqa_50,0.6537142857142858,hybrid_layers_12_17_ratio_0p300,177,0,7,False,,,6,"[12, 17]",0.453125,False,53,0.2994350282485876,0.3,0.05456125764176249,0.05305582610890269,0.05885921772569418,50
hotpotqa_50,0.7103809523809526,hybrid_layers_12_19_ratio_0p300,177,0,9,False,,,8,"[12, 19]",0.49687499999999996,False,53,0.2994350282485876,0.3,0.05486247500404715,0.052916646003723145,0.0611374968662858,50
hotpotqa_50,0.7303809523809526,hybrid_layers_10_19_ratio_0p300,177,0,11,False,,,10,"[10, 19]",0.540625,False,53,0.2994350282485876,0.3,0.055434548016637566,0.052717837039381266,0.06433170814998447,50
hotpotqa_50,0.7403809523809524,hybrid_layers_10_21_ratio_0p300,177,0,13,False,,,12,"[10, 21]",0.584375,False,53,0.2994350282485876,0.3,0.05655605431646109,0.05253326985985041,0.07168655302375554,50
hotpotqa_50,0.7603809523809524,hybrid_layers_08_21_ratio_0p300,177,0,15,False,,,14,"[8, 21]",0.628125,False,53,0.2994350282485876,0.3,0.057114756777882573,0.05235407967120409,0.07132449918426573,50
hotpotqa_50,0.7403809523809524,hybrid_layers_10_25_ratio_0p300,177,0,17,False,,,16,"[10, 25]",0.671875,False,53,0.2994350282485876,0.3,0.057979625780135394,0.05255887471139431,0.07430899469181894,50
hotpotqa_50,0.7403809523809524,hybrid_layers_10_27_ratio_0p300,177,0,19,False,,,18,"[10, 27]",0.715625,False,53,0.2994350282485876,0.3,0.05890483079478145,0.05351878236979246,0.07685150797478854,50
