dataset,f1,method,param_candidate_count,param_check_layer,param_full_recompute_layer_count,param_oracle_receiver_full_kv,param_profiling_f1,param_profiling_latency_s,param_recompute_layer_count,param_recompute_layers,param_recompute_work_ratio,param_reference_mode,param_selected_count,param_selected_fraction,param_token_recompute_ratio,prefill_latency_s_mean,prefill_latency_s_p50,prefill_latency_s_p95,samples
hotpotqa_50,0.7937142857142857,droidspeak_layers_06_25,,,,False,0.7937142857142857,0.05806478277780116,20,"[6, 25]",,,,,,0.049738901127129795,0.04456203803420067,0.06505761817097663,50
hotpotqa_50,0.7950476190476191,droidspeak_layers_10_31,,,,False,0.7950476190476191,0.06418129810132087,22,"[10, 31]",,,,,,0.05254049742594361,0.046577719040215015,0.07003123234026132,50
hotpotqa_50,0.8003809523809522,droidspeak_layers_02_25,,,,False,0.8003809523809522,0.06354750830680132,24,"[2, 25]",,,,,,0.05525464590638876,0.04859232157468796,0.07527494425885378,50
hotpotqa_50,0.8003809523809524,droidspeak_layers_06_31,,,,False,0.8003809523809524,0.06614669017493725,26,"[6, 31]",,,,,,0.05820872727781534,0.05090589029714465,0.080482270848006,50
hotpotqa_50,0.8203809523809524,droidspeak_layers_04_31,,,,False,0.8203809523809524,0.07233870760537683,28,"[4, 31]",,,,,,0.06143544035032392,0.053431767504662275,0.08520474112592635,50
hotpotqa_50,0.8270476190476189,droidspeak_layers_02_31,,,,False,0.8270476190476189,0.07243136474862695,30,"[2, 31]",,,,,,0.06425415506586432,0.054721017833799124,0.09063542447984216,50
hotpotqa_50,0.8003809523809522,droidspeak_layers_00_31,,,,False,0.8003809523809522,0.07048296926543117,32,"[0, 31]",,,,,,0.06468361902981996,0.05514981970191002,0.09248637822456657,50
hotpotqa_50,0.454952380952381,token_only_ratio_0p400,177,0,1,False,,,,"[0, 0]",0.41875,False,70,0.3954802259887006,0.4,0.057538706436753274,0.05604804679751396,0.06037837765179574,50
hotpotqa_50,0.5959047619047619,hybrid_layers_12_13_ratio_0p400,177,0,3,False,,,2,"[12, 13]",0.45625000000000004,False,70,0.3954802259887006,0.4,0.05603666957467794,0.055005764588713646,0.058138187834993,50
hotpotqa_50,0.7003809523809525,hybrid_layers_14_17_ratio_0p400,177,0,5,False,,,4,"[14, 17]",0.49375,False,70,0.3954802259887006,0.4,0.0561450382694602,0.05465569719672203,0.06027546315453945,50
hotpotqa_50,0.7137142857142859,hybrid_layers_12_17_ratio_0p400,177,0,7,False,,,6,"[12, 17]",0.53125,False,70,0.3954802259887006,0.4,0.05630165012553334,0.054397737607359886,0.06239205324091017,50
hotpotqa_50,0.7303809523809526,hybrid_layers_12_19_ratio_0p400,177,0,9,False,,,8,"[12, 19]",0.5687500000000001,False,70,0.3954802259887006,0.4,0.056700792498886585,0.05416699545457959,0.06454808828420937,50
hotpotqa_50,0.7603809523809524,hybrid_layers_10_19_ratio_0p400,177,0,11,False,,,10,"[10, 19]",0.60625,False,70,0.3954802259887006,0.4,0.05734281519427895,0.0540494485758245,0.06794973067007958,50
hotpotqa_50,0.7603809523809524,hybrid_layers_10_21_ratio_0p400,177,0,13,False,,,12,"[10, 21]",0.64375,False,70,0.3954802259887006,0.4,0.05788690909743309,0.05385672114789486,0.07035408471710979,50
hotpotqa_50,0.7937142857142857,hybrid_layers_08_21_ratio_0p400,177,0,15,False,,,14,"[8, 21]",0.68125,False,70,0.3954802259887006,0.4,0.0584353020042181,0.05357206845656037,0.07282614507712422,50
hotpotqa_50,0.7403809523809524,hybrid_layers_10_25_ratio_0p400,177,0,17,False,,,16,"[10, 25]",0.71875,False,70,0.3954802259887006,0.4,0.059187627360224725,0.05360987037420273,0.0752021515276283,50
hotpotqa_50,0.7470476190476191,hybrid_layers_10_27_ratio_0p400,177,0,19,False,,,18,"[10, 27]",0.75625,False,70,0.3954802259887006,0.4,0.059997391514480115,0.053849971387535334,0.07747750221751629,50
hotpotqa_50,0.8137142857142856,hybrid_layers_06_25_ratio_0p400,177,0,21,False,,,20,"[6, 25]",0.79375,False,70,0.3954802259887006,0.4,0.06075160283595324,0.05375645589083433,0.08057054616510867,50
hotpotqa_50,0.717047619047619,hybrid_layers_10_31_ratio_0p400,177,0,23,False,,,22,"[10, 31]",0.83125,False,70,0.3954802259887006,0.4,0.06185934469103813,0.05464609665796161,0.08270377167500553,50
hotpotqa_50,0.8203809523809522,hybrid_layers_02_25_ratio_0p400,177,0,25,False,,,24,"[2, 25]",0.86875,False,70,0.3954802259887006,0.4,0.06283007223159075,0.054639777168631554,0.08683614227920769,50
hotpotqa_50,0.8203809523809524,hybrid_layers_06_31_ratio_0p400,177,0,27,False,,,26,"[6, 31]",0.90625,False,70,0.3954802259887006,0.4,0.06387249181047082,0.05526150716468692,0.0879613636061549,50
hotpotqa_50,0.8270476190476189,hybrid_layers_04_31_ratio_0p400,177,0,29,False,,,28,"[4, 31]",0.94375,False,70,0.3954802259887006,0.4,0.06484280025586486,0.055201173294335604,0.09071095772087573,50
hotpotqa_50,0.8070476190476189,hybrid_layers_02_31_ratio_0p400,177,0,31,False,,,30,"[2, 31]",0.98125,False,70,0.3954802259887006,0.4,0.06544457936659455,0.055777041241526604,0.09392124875448643,50
hotpotqa_50,0.8003809523809522,hybrid_layers_00_31_ratio_0p400,177,0,32,False,,,32,"[0, 31]",1.0,False,70,0.3954802259887006,0.4,0.06608760818839073,0.056934792548418045,0.09570572837255895,50
