token_recompute_ratio,span,recompute_layer_count,f1,droidspeak_f1,f1_delta,prefill_latency_s_p50,droidspeak_latency_s_p50,latency_p50_delta_s,latency_p50_ratio,recompute_work_ratio,selected_count,candidate_count,selected_fraction,method,baseline_method
0.1,8-21,14,0.7803809523809524,0.7727619047619048,0.007619047619047636,0.0526905027218163,0.03830620413646102,0.014384298585355282,1.3755083258605585,0.521875,17,177,0.096045197740113,hybrid_layers_08_21_ratio_0p100,droidspeak_layers_08_21
0.2,8-21,14,0.7803809523809524,0.7727619047619048,0.007619047619047636,0.05314731691032648,0.038427155930548906,0.014720160979777575,1.3830666262780928,0.575,35,177,0.1977401129943503,hybrid_layers_08_21_ratio_0p200,droidspeak_layers_08_21
0.3,12-19,8,0.7103809523809526,0.6608571428571429,0.049523809523809637,0.052916646003723145,0.03236035304144025,0.020556292962282896,1.635230800354952,0.49687499999999996,53,177,0.2994350282485876,hybrid_layers_12_19_ratio_0p300,droidspeak_layers_12_19
0.4,8-21,14,0.7937142857142857,0.7727619047619048,0.020952380952380945,0.05357206845656037,0.03841022588312626,0.015161842573434114,1.3947345329227747,0.68125,70,177,0.3954802259887006,hybrid_layers_08_21_ratio_0p400,droidspeak_layers_08_21
0.5,0-31,32,0.8003809523809522,0.8003809523809522,0.0,0.06496632331982255,0.060904566664248705,0.004061756655573845,1.0666905107126905,1.0,88,177,0.4971751412429379,hybrid_layers_00_31_ratio_0p500,droidspeak_layers_00_31
