dataset,f1,method,param_candidate_count,param_check_layer,param_full_recompute_layer_count,param_oracle_receiver_full_kv,param_profiling_f1,param_profiling_latency_s,param_recompute_layer_count,param_recompute_layers,param_recompute_work_ratio,param_reference_mode,param_selected_count,param_selected_fraction,param_token_recompute_ratio,prefill_latency_s_mean,prefill_latency_s_p50,prefill_latency_s_p95,samples
hotpotqa_50,0.8003809523809522,receiver_full,,,,True,,,,,,,,,,0.0531642078794539,0.04036500118672848,0.0866664552129805,50
hotpotqa_50,0.07471428571428572,full_kv_reuse,,,,False,,,,,,,,,,0.031278668418526646,0.03118858067318797,0.032606089208275076,50
hotpotqa_50,0.2919267399267399,droidspeak_layers_12_13,,,,False,0.26541290429662523,0.03524902787990868,2,"[12, 13]",,,,,,0.03580792931839824,0.034722833428531885,0.036121117277070874,50
hotpotqa_50,0.48158851674641157,droidspeak_layers_14_17,,,,False,0.4551417082357732,0.03771725999191403,4,"[14, 17]",,,,,,0.03696351386606693,0.03656387096270919,0.03835165537893773,50
hotpotqa_50,0.6387965367965369,droidspeak_layers_12_17,,,,False,0.6182039072039074,0.04011740500107407,6,"[12, 17]",,,,,,0.039357301834970715,0.038625787012279034,0.04183681691065431,50
hotpotqa_50,0.6608571428571429,droidspeak_layers_12_19,,,,False,0.6537586273375748,0.04258337010629475,8,"[12, 19]",,,,,,0.041896512266248465,0.0408595334738493,0.04535029255785048,50
hotpotqa_50,0.7536776556776558,droidspeak_layers_10_19,,,,False,0.7423838319202261,0.04520713660866022,10,"[10, 19]",,,,,,0.044499892201274635,0.04304252052679658,0.048768365383148195,50
hotpotqa_50,0.7557142857142857,droidspeak_layers_10_21,,,,False,0.7454436090225565,0.04771264833398163,12,"[10, 21]",,,,,,0.04703088534995913,0.04538880567997694,0.052256041951477525,50
hotpotqa_50,0.7727619047619048,droidspeak_layers_08_21,,,,False,0.7688658008658008,0.05013351809233427,14,"[8, 21]",,,,,,0.04951134106144309,0.04743299540132284,0.05571711272932589,50
hotpotqa_50,0.7937142857142857,droidspeak_layers_10_25,,,,False,0.7937142857142857,0.052673409590497614,16,"[10, 25]",,,,,,0.05227183314040303,0.049605298321694136,0.05965466853231192,50
hotpotqa_50,0.787047619047619,droidspeak_layers_10_27,,,,False,0.787047619047619,0.05546192667447031,18,"[10, 27]",,,,,,0.05490686280652881,0.052296803798526525,0.06372520956210792,50
