dataset,f1,method,param_candidate_count,param_check_layer,param_full_recompute_layer_count,param_oracle_receiver_full_kv,param_profiling_f1,param_profiling_latency_s,param_recompute_layer_count,param_recompute_layers,param_recompute_work_ratio,param_reference_mode,param_selected_count,param_selected_fraction,param_token_recompute_ratio,prefill_latency_s_mean,prefill_latency_s_p50,prefill_latency_s_p95,samples
hotpotqa_50,0.7937142857142857,droidspeak_layers_06_25,,,,False,0.7937142857142857,0.05806478277780116,20,"[6, 25]",,,,,,0.05753878096118569,0.053832635283470154,0.06811470459215344,50
hotpotqa_50,0.7950476190476191,droidspeak_layers_10_31,,,,False,0.7950476190476191,0.06418129810132087,22,"[10, 31]",,,,,,0.060709838066250084,0.056199219543486834,0.0727795329876244,50
hotpotqa_50,0.8003809523809522,droidspeak_layers_02_25,,,,False,0.8003809523809522,0.06354750830680132,24,"[2, 25]",,,,,,0.06336714474484324,0.058164939284324646,0.0778326487634331,50
hotpotqa_50,0.8003809523809524,droidspeak_layers_06_31,,,,False,0.8003809523809524,0.06614669017493725,26,"[6, 31]",,,,,,0.0661958865635097,0.0607007690705359,0.08177821203134954,50
hotpotqa_50,0.8203809523809524,droidspeak_layers_04_31,,,,False,0.8203809523809524,0.07233870760537683,28,"[4, 31]",,,,,,0.06934308683499694,0.06307116523385048,0.0865100165363401,50
hotpotqa_50,0.8270476190476189,droidspeak_layers_02_31,,,,False,0.8270476190476189,0.07243136474862695,30,"[2, 31]",,,,,,0.0720826076157391,0.06486743548884988,0.09583344715647399,50
hotpotqa_50,0.8003809523809522,droidspeak_layers_00_31,,,,False,0.8003809523809522,0.07048296926543117,32,"[0, 31]",,,,,,0.07096076315268875,0.060904566664248705,0.09768241867423057,50
hotpotqa_50,0.5729523809523811,token_only_ratio_0p500,177,0,1,False,,,,"[0, 0]",0.515625,False,88,0.4971751412429379,0.5,0.07210797380656003,0.07072979491204023,0.07588687022216617,50
hotpotqa_50,0.6125714285714285,hybrid_layers_12_13_ratio_0p500,177,0,3,False,,,2,"[12, 13]",0.546875,False,88,0.4971751412429379,0.5,0.07059616001322866,0.06975122587755322,0.071064163884148,50
hotpotqa_50,0.6670476190476191,hybrid_layers_14_17_ratio_0p500,177,0,5,False,,,4,"[14, 17]",0.578125,False,88,0.4971751412429379,0.5,0.07015658751130104,0.06928757485002279,0.0702323135919869,50
hotpotqa_50,0.6632380952380953,hybrid_layers_12_17_ratio_0p500,177,0,7,False,,,6,"[12, 17]",0.609375,False,88,0.4971751412429379,0.5,0.07032988145947457,0.06915578711777925,0.07140472522005438,50
hotpotqa_50,0.7203809523809526,hybrid_layers_12_19_ratio_0p500,177,0,9,False,,,8,"[12, 19]",0.640625,False,88,0.4971751412429379,0.5,0.07024675026535988,0.06884431419894099,0.07377379410900176,50
hotpotqa_50,0.7403809523809524,hybrid_layers_10_19_ratio_0p500,177,0,11,False,,,10,"[10, 19]",0.671875,False,88,0.4971751412429379,0.5,0.07007898664101958,0.0683005410246551,0.07455983753316103,50
hotpotqa_50,0.7403809523809524,hybrid_layers_10_21_ratio_0p500,177,0,13,False,,,12,"[10, 21]",0.703125,False,88,0.4971751412429379,0.5,0.07043046103790403,0.06795886997133493,0.07694349531084299,50
hotpotqa_50,0.7937142857142857,hybrid_layers_08_21_ratio_0p500,177,0,15,False,,,14,"[8, 21]",0.734375,False,88,0.4971751412429379,0.5,0.0702066745236516,0.06763558462262154,0.07922664042562245,50
hotpotqa_50,0.7470476190476191,hybrid_layers_10_25_ratio_0p500,177,0,17,False,,,16,"[10, 25]",0.765625,False,88,0.4971751412429379,0.5,0.07068134939298033,0.06734621478244662,0.08057838240638374,50
hotpotqa_50,0.7470476190476191,hybrid_layers_10_27_ratio_0p500,177,0,19,False,,,18,"[10, 27]",0.796875,False,88,0.4971751412429379,0.5,0.07112374052405357,0.06702843448147178,0.08330995952710508,50
hotpotqa_50,0.8137142857142856,hybrid_layers_06_25_ratio_0p500,177,0,21,False,,,20,"[6, 25]",0.828125,False,88,0.4971751412429379,0.5,0.07138248650357128,0.06677272170782089,0.0858211918734014,50
hotpotqa_50,0.7370476190476191,hybrid_layers_10_31_ratio_0p500,177,0,23,False,,,22,"[10, 31]",0.859375,False,88,0.4971751412429379,0.5,0.07190001431852579,0.06661247462034225,0.0902364633977413,50
hotpotqa_50,0.8203809523809522,hybrid_layers_02_25_ratio_0p500,177,0,25,False,,,24,"[2, 25]",0.890625,False,88,0.4971751412429379,0.5,0.07214090265333653,0.06630474282428622,0.08912819591350854,50
hotpotqa_50,0.8203809523809524,hybrid_layers_06_31_ratio_0p500,177,0,27,False,,,26,"[6, 31]",0.921875,False,88,0.4971751412429379,0.5,0.072864777315408,0.06604438228532672,0.09318747012875973,50
hotpotqa_50,0.8270476190476189,hybrid_layers_04_31_ratio_0p500,177,0,29,False,,,28,"[4, 31]",0.953125,False,88,0.4971751412429379,0.5,0.07322617027908564,0.06546567659825087,0.09415368214249609,50
hotpotqa_50,0.8070476190476189,hybrid_layers_02_31_ratio_0p500,177,0,31,False,,,30,"[2, 31]",0.984375,False,88,0.4971751412429379,0.5,0.07339775815606117,0.06503164349123836,0.09939012103714048,50
hotpotqa_50,0.8003809523809522,hybrid_layers_00_31_ratio_0p500,177,0,32,False,,,32,"[0, 31]",1.0,False,88,0.4971751412429379,0.5,0.07396684294566512,0.06496632331982255,0.09914927990175784,50
